	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Pcdhb3	0	0	0	0	0	0	0	0
Zfp429	404	423	0	0	0	63	0	0
Gm11562	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	0	0
Sema4a	1093	1402	0	0	20	434	0	0
Htra1	26	21	0	0	0	20	0	0
Zfp647	73	69	0	0	0	0	0	0
Srr	890	1029	0	34	55	196	0	22
Olfr432	0	0	0	0	0	0	0	0
Gm6981	7	8	0	0	0	0	0	0
Mrgbp	367	462	0	0	0	15	0	0
Lrrc7	0	0	0	0	0	0	0	0
Ccr1	423	559	0	0	0	38	0	0
Pigb	512	623	0	48	0	157	0	0
Gp2	0	0	0	0	0	0	0	0
Ifnar2	5036	6254	144	117	114	1194	144	0
Taar9	0	0	0	0	0	0	0	0
Gpr156	3	1	0	6	0	0	0	0
Evx1os	0	0	0	0	0	0	0	0
Dnajc7	3085	3442	0	99	0	510	0	5
Scarf2	27	54	0	0	0	95	0	0
Mafg	1613	2097	299	45	74	845	2	0
Uqcc2	431	552	0	0	0	103	0	0
Plekhf2	2116	2567	84	39	18	158	78	1
Fbxl13	0	0	0	0	0	0	0	0
Nlrp4g	0	0	0	0	0	0	0	0
Tmem150cos	0	0	0	0	0	0	0	0
4933428G20Rik	35	43	0	0	0	0	0	0
A430046D13Rik	201	217	0	45	0	8	0	0
Gm21312	0	0	0	0	0	0	0	0
Ndufb4	39	45	0	0	0	0	0	0
Ugt8a	0	0	0	0	0	0	0	0
Fabp4	655	681	0	0	0	43	0	0
Smarcb1	1249	1443	53	14	0	596	126	1
4933405E24Rik	0	0	0	0	0	0	0	0
Krt14	0	0	0	0	0	1	0	0
A230051N06Rik	0	0	0	0	0	0	0	0
9330136K24Rik	26	18	0	0	0	0	0	0
Otx1	0	0	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	0	0	0
Gm38409	0	0	0	0	0	0	0	0
Man2a1	5890	7334	99	15	0	1524	24	90
Ccdc42	0	0	0	0	0	0	0	0
Olfr643	0	0	0	0	0	0	0	0
Med15	5552	6851	284	103	69	1999	129	24
Pggt1b	980	917	0	34	0	329	84	0
1700088E04Rik	283	341	0	0	0	67	0	1
BC048562	0	0	0	0	0	0	0	0
Glipr1	12323	12625	114	324	195	2807	59	1
Myot	0	0	0	0	0	0	0	0
9330158H04Rik	0	0	0	0	0	0	0	0
Vkorc1	788	1046	0	31	0	88	28	0
Sh2d2a	0	0	0	0	0	0	0	0
Pole3	301	450	0	51	0	0	0	0
Hoxa11os	0	0	0	0	0	0	0	0
Agpat2	1218	1533	78	0	0	199	83	25
Zfp516	2269	2857	222	74	0	597	0	60
1600023N17Rik	2	6	0	0	0	0	0	0
Gm12374	0	0	0	0	0	0	0	0
Lrrc8b	1418	1880	0	0	0	312	0	12
2310039L15Rik	0	0	0	0	0	0	0	0
3110082J24Rik	0	0	0	0	0	0	0	0
Mat1a	0	6	0	0	0	0	0	0
Ctcfl	0	0	0	0	0	0	0	0
Ssxb6	0	0	0	0	0	0	0	0
Spaca4	0	0	0	0	0	0	0	0
Spata31	0	0	0	0	0	0	0	0
Krt85	0	0	0	0	0	0	0	0
Pex5l	0	0	0	0	0	0	0	0
Chsy1	630	746	0	0	0	48	0	0
Gm4489	0	0	0	0	0	0	0	0
Akap10	3989	4825	66	58	0	802	0	0
Gid4	1575	2078	0	68	45	548	0	0
Nfkbil1	387	628	0	48	0	192	0	0
Mep1a	1	0	0	0	0	0	0	0
Olfr616	0	0	0	0	0	0	0	0
Lurap1l	10	8	0	0	0	0	0	0
Gm1110	0	0	0	0	0	0	0	0
Tmem150b	345	347	0	24	0	72	0	0
Spata24	21	42	0	0	0	3	0	0
Arid3a	1578	2126	0	76	90	526	0	0
Gm906	0	0	0	0	0	0	0	0
Phyhipl	0	0	0	0	0	0	0	0
Mpeg1	208562	230517	3659	3980	943	45132	3234	750
4930449I24Rik	0	0	0	0	0	0	0	0
Apol11b	0	0	0	0	0	0	0	0
Zbtb6	1452	1558	1	16	0	345	0	38
Mrps6	1485	1463	0	24	38	433	28	0
Plin5	0	0	0	0	0	0	0	0
Olfr605	0	0	0	0	0	0	0	0
Tha1	87	194	0	0	0	89	0	0
Tbc1d7	198	244	0	0	0	80	0	0
Magee1	474	470	0	0	66	28	0	0
Olfr805	0	0	0	0	0	0	0	0
Kcng1	0	0	0	0	0	0	0	0
Zfp787	425	712	0	0	0	235	46	0
Adam30	0	0	0	0	0	0	0	0
Prf1	0	0	0	0	0	0	0	0
Gm8096	0	0	0	0	0	0	0	0
Fzd6	10	15	0	0	0	0	0	0
Asb12	0	0	0	0	0	0	0	0
Rai14	834	980	99	28	0	303	84	31
Aldh3a1	2	2	0	0	0	0	0	0
P2ry13	378	546	0	0	0	208	104	0
Gper1	2	0	0	0	0	0	0	0
Rpl34	2122	2558	46	0	22	353	96	12
Trpc5	0	1	0	0	0	0	0	0
Magi2	32	86	0	0	40	2	0	0
Gm10421	0	0	0	0	0	0	0	0
Xaf1	962	1056	52	62	0	89	89	18
Vcan	534	413	0	0	0	208	0	0
Crbn	2791	2845	0	0	0	551	0	20
Emilin3	0	0	0	0	0	0	0	0
Islr	2	0	0	0	0	0	0	0
Defb37	0	0	0	0	0	0	0	0
Ikbkg	2744	3671	0	187	56	538	0	0
Ccdc85b	374	553	6	0	0	310	42	1
Trim36	450	452	0	0	0	0	0	0
Scgn	0	0	0	0	0	0	0	0
Gm11468	0	0	0	0	0	0	0	0
Ywhaq	978	1098	0	0	41	482	0	0
Airn	16	24	0	0	0	0	0	0
Kctd5	955	1289	0	1	1	183	0	1
Eppk1	1	2	0	0	0	0	0	0
Cyb561	12	30	0	0	0	0	0	0
Chst1	22	23	0	0	0	0	0	0
Aaed1	1015	1262	0	0	0	335	0	0
Pik3ap1	12538	14744	139	524	0	2998	209	20
Alyref2	155	207	0	18	0	0	0	0
1700007P06Rik	0	0	0	0	0	0	0	0
1700003M07Rik	2	0	0	0	0	0	0	0
Ptpra	12140	14256	307	382	100	2931	66	52
Sash3	3704	4517	100	172	52	930	1	0
Gjb3	0	0	0	0	0	0	0	0
Defb25	0	0	0	0	0	0	0	0
Txk	16	29	0	0	0	0	0	0
Heatr6	1584	1946	134	40	0	160	0	0
Ints13	827	1056	0	1	0	96	0	0
Fam160b2	1038	1405	0	45	30	133	73	0
4930556L07Rik	0	0	0	0	0	0	0	0
Ankrd44	4787	5369	0	54	56	1185	2	25
Irx6	0	0	0	0	0	0	0	0
Scn2a	0	0	0	0	0	0	0	0
Rrn3	1494	1837	0	0	55	46	123	0
4930440I19Rik	2	0	0	0	0	0	0	0
F9	81	62	0	0	0	0	0	0
Hotair	0	0	0	0	0	0	0	0
Olfr697	0	0	0	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0	0	0
Fcer1g	22464	29987	1062	691	181	7328	0	68
Lcn5	0	0	0	0	0	0	0	0
Gm6607	1	1	0	0	0	0	0	0
Gm3020	0	0	0	0	0	0	0	0
Gvin1	391	376	0	2	0	85	0	14
Tbc1d8	1332	1447	107	0	0	224	124	0
Snap25	0	0	0	0	0	0	0	0
Yipf7	4	7	0	0	0	0	0	0
Nr1h2	3444	4370	0	72	0	1333	0	0
Upk3a	0	0	0	0	0	0	0	0
Copb2	5453	6225	90	47	1	1200	30	31
Slc26a5	0	0	0	0	0	0	0	0
Pi15	0	0	0	0	0	0	0	0
5430427M07Rik	0	0	0	0	0	0	0	0
Olfr93	0	0	0	0	0	0	0	0
Ifna16	0	0	0	0	0	0	0	0
Stxbp3	1871	2010	70	32	0	314	0	4
Smok2b	0	0	0	0	0	0	0	0
Klrb1	0	0	0	0	0	0	0	0
Cln8	9194	11099	319	217	115	2985	181	67
Noa1	668	719	106	0	0	356	0	0
H2-D1	75614	99504	3104	2468	851	25882	1917	414
Oosp3	0	0	0	0	0	0	0	0
Capza2	13736	14225	341	247	34	2823	49	16
Rhcg	0	4	0	0	0	0	0	0
Pnpla3	0	0	0	0	0	0	0	0
Olfr1466	0	0	0	0	0	0	0	0
Ywhab	11467	13481	198	313	1	2599	5	1
Pik3r5	12642	13395	231	247	41	3793	54	102
Nbdy	710	827	144	4	0	125	80	0
Pik3cg	6182	7459	167	26	64	1527	2	0
Gm4432	2	4	0	0	0	1	0	0
Olfr706	0	0	0	0	0	0	0	0
Ush1c	0	0	0	0	0	0	0	0
Ntsr2	0	0	0	0	0	0	0	0
Bbs7	375	448	0	0	0	46	56	0
Olfr1121	0	0	0	0	0	0	0	0
Crxos	0	0	0	0	0	0	0	0
Krt2	1	2	0	0	0	0	0	0
Abca6	208	179	0	0	0	88	30	1
Zmynd19	357	482	0	0	0	100	0	0
2310040G24Rik	87	103	0	0	0	0	0	0
Vmn1r195	0	0	0	0	0	0	0	0
Tll1	0	0	0	0	0	0	0	0
Tnnc2	6	0	0	0	0	0	0	0
Asb18	0	0	0	0	0	0	0	0
Gstp2	1	2	0	0	0	0	0	0
Gm3259	0	0	0	0	0	0	0	0
Cd151	1325	1775	91	44	0	396	56	8
Cbwd1	170	222	0	10	0	116	0	10
Olfr971	0	0	0	0	0	0	0	0
Pim2	145	223	0	0	66	18	0	0
Nt5dc1	781	938	0	0	12	43	0	0
Gm16442	0	0	0	0	0	0	0	0
Ero1lb	1720	1923	18	11	0	371	0	0
2410003L11Rik	6	14	0	0	0	0	0	0
Abcg5	0	1	0	0	0	0	0	0
Slc44a2	5288	5998	54	106	52	1129	205	55
Ctu2	2019	2782	216	67	0	830	0	0
Haglr	0	0	0	0	0	0	0	0
A430090L17Rik	1	0	0	0	0	0	0	0
Gm10510	0	0	0	0	0	0	0	0
Serpina12	0	3	0	0	0	0	0	0
Pmp2	0	0	0	0	0	0	0	0
Brms1l	400	498	90	0	0	56	0	0
4921507P07Rik	8	12	0	0	0	0	0	0
Tmem38a	155	294	0	0	0	0	0	0
Arl11	5446	6788	86	185	138	1205	106	0
Abca1	4716	5128	57	306	141	10616	762	183
Gm36221	0	0	0	0	0	0	0	0
Sh2b2	422	562	0	27	0	150	0	0
Mrpl15	637	847	1	0	0	243	0	0
Ispd	34	77	0	0	0	2	0	0
Hacd1	66	96	0	0	0	0	0	0
Hmgcs1	3351	3578	58	0	0	225	1	0
Resp18	0	0	0	0	0	0	0	0
Slc4a3	55	70	0	0	0	0	0	0
Smim15	1914	2147	30	42	0	569	0	22
Zw10	982	1310	84	39	0	92	0	0
St3gal3	804	995	0	56	0	82	0	0
1700029M20Rik	0	0	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0
Mag	71	93	0	0	0	0	0	0
4930594C11Rik	11	5	0	0	0	0	0	0
Sfta2	0	0	0	0	0	0	0	0
Slc25a17	1072	1337	0	0	0	211	0	0
4930544D05Rik	0	0	0	0	0	0	0	0
Fxyd1	0	0	0	0	0	0	0	0
Myocos	0	0	0	0	0	0	0	0
Dvl1	1300	1670	90	24	41	274	0	26
Rundc3a	63	122	0	0	0	189	0	0
Sult2a1	0	0	0	0	0	0	0	0
Slc25a20	997	1214	82	1	0	240	0	0
Hltf	2711	2912	77	154	26	706	2	0
AI593442	0	0	0	0	0	0	0	0
Gm5878	0	0	0	0	0	0	0	0
Cggbp1	5703	6005	108	24	0	1286	109	48
Prrt4	0	1	0	0	0	0	0	0
Cyb5b	5613	6808	141	117	1	1391	112	3
Olfr1129	0	0	0	0	0	0	0	0
Dmrta1	0	0	0	0	0	0	0	0
Csde1	15603	17387	404	326	187	3181	232	67
Olfr456	4	2	0	0	0	0	0	0
Usf3	3096	3574	0	24	18	463	106	0
Slc40a1	3824	4966	337	135	0	1673	39	1
Ace3	0	0	0	0	0	0	0	0
Fcor	11	6	0	0	0	0	0	0
2310039H08Rik	60	101	0	22	0	147	0	0
Mospd2	2988	3113	0	44	38	444	108	10
Gnl1	1306	1669	0	0	0	351	0	0
Golt1b	1460	1882	0	18	0	509	144	0
Tagln3	4	10	0	0	0	0	0	0
Rnf169	2499	3190	0	86	0	652	9	0
Mycl	32	24	0	0	0	0	0	0
Stambpl1	1417	1477	104	0	0	271	0	0
Actl6a	968	1303	31	44	0	303	0	0
Gnat1	0	0	0	0	0	0	0	0
Pcsk2os1	0	0	0	0	0	0	0	0
Olfr73	0	0	0	0	0	0	0	0
Emg1	950	1271	0	81	0	338	0	0
Cep72	246	361	0	0	0	0	0	0
Kctd10	3205	4553	0	58	23	1314	53	0
Rassf5	3026	3453	0	0	0	1362	0	12
Chrac1	631	811	0	41	0	165	0	0
Kmt2c	4232	4676	0	60	0	1413	0	25
Kcns3	0	1	0	0	0	0	0	0
Ythdc1	2418	2587	0	0	0	291	0	0
Coa3	756	1162	0	21	0	202	0	0
Rnf217	443	567	1	0	0	0	0	0
Trappc8	4531	4907	62	3	20	834	0	11
Olfr481	0	0	0	0	0	0	0	0
Strn	1781	2321	0	0	6	451	10	59
1810009J06Rik	0	0	0	0	0	0	0	0
Olfr1424	0	0	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0
Dazl	0	0	0	0	0	0	0	0
Olfr916	0	0	0	0	0	0	0	0
Txlnb	14	19	0	0	0	0	0	0
Exd1	12	22	0	0	0	0	0	0
Fancc	249	318	0	0	0	0	0	0
Psmd10	714	872	0	30	15	140	0	0
Rln1	0	0	0	0	0	0	0	0
Fkbpl	364	475	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0
Olfr53	0	0	0	0	0	0	0	0
Anapc10	364	291	86	0	0	16	0	0
Ctnnbip1	1029	1475	2	22	0	153	90	0
Vmn2r107	0	0	0	0	0	0	0	0
Rmi1	547	822	0	0	0	213	0	0
Tmem198	2	3	0	0	0	0	0	0
Cdc40	1488	1661	0	0	45	314	0	0
Gm13016	0	0	0	0	0	0	0	0
Gdf10	0	0	0	0	0	0	0	0
Trpc1	2	2	0	0	0	0	0	0
Olfr328	0	0	0	0	0	0	0	0
Elavl4	0	0	0	0	0	0	0	0
Tmem44	0	2	0	0	0	0	0	0
Fhl1	4	2	0	0	0	0	0	0
Ss18l1	336	428	35	0	0	92	0	0
Gal	0	0	0	0	0	0	0	0
E130310I04Rik	2	0	0	0	0	0	0	0
Cyp2d13	0	0	0	0	0	0	0	0
Stk24	6152	7214	412	125	25	1255	0	61
Ide	3174	3304	105	22	0	477	49	0
D230025D16Rik	1349	1732	0	52	0	548	0	0
Rab15	10	7	0	0	0	0	0	0
Gdpgp1	348	370	0	0	0	134	51	0
Olfr426	0	0	0	0	0	0	0	0
Vkorc1l1	1012	1370	197	20	2	280	1	1
Sidt1	0	2	0	0	0	0	0	0
St6galnac4	1136	1367	0	1	24	257	0	0
Duxbl3	0	0	0	0	0	0	0	0
Vmn2r46	0	0	0	0	0	0	0	0
Slc12a5	0	7	0	0	0	0	0	0
Slf2	3979	4495	135	33	0	865	64	0
Gm13944	0	1	0	0	0	0	0	0
Got1l1	0	0	0	0	0	0	0	0
Tedc2	229	326	0	42	0	91	32	0
Tldc1	299	364	0	0	34	0	0	0
Mrpl50	701	869	1	0	0	7	0	1
Pusl1	302	447	0	93	13	110	0	0
Ctnnb1	21717	24212	78	387	145	5011	378	18
Ptpdc1	65	122	0	0	0	0	0	0
Capn15	1138	1682	113	20	23	672	83	1
Nxt2	1172	1386	0	24	66	340	4	0
4933433G15Rik	8	5	0	0	0	0	0	0
Srms	0	1	0	0	0	0	0	0
Ablim2	47	54	0	0	0	0	0	0
Nptx1	82	95	0	0	0	0	0	0
Aifm1	941	1037	91	31	0	87	0	0
Olfr183	0	0	0	0	0	0	0	0
Mgarp	0	1	0	0	0	0	0	0
Coro6	2	3	0	0	0	0	0	0
Hist2h4	11	5	0	0	0	0	0	0
Gm11532	2	2	0	0	0	0	0	0
Slc11a2	1949	1889	50	39	0	63	1	0
Ceacam19	57	49	0	0	0	0	0	0
Cmtm5	0	0	0	0	0	0	0	0
Tktl1	2	1	0	0	0	0	0	0
3930402G23Rik	0	0	0	0	0	0	0	0
Cdrt4	0	0	0	0	0	0	0	0
AA413626	6	7	0	0	0	0	0	0
Eif2s1	2081	2222	2	28	0	461	0	18
Osbpl11	3269	4154	0	102	0	1287	0	1
Cdh23	9	28	0	0	0	0	0	22
Qsox1	1147	1612	0	82	0	414	0	0
Gm609	0	0	0	0	0	0	0	0
Bicdl1	72	123	16	0	0	85	0	0
Klf8	491	506	0	8	0	73	0	0
Cd5	6	12	0	0	0	0	0	0
Lce3a	0	0	0	0	0	0	0	0
Bpifa3	0	0	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0	0	0
Tlr3	1252	1181	97	28	0	277	2	0
Lmcd1	0	12	0	0	0	0	0	0
Palld	395	521	0	29	1	204	1	2
Atp6v0e	3263	4494	376	108	48	728	73	28
Vmn1r175	0	0	0	0	0	0	0	0
Shd	0	8	0	0	0	0	0	0
Pcbp4	372	476	0	0	0	127	0	0
Cnrip1	266	378	0	0	0	290	0	0
Srp19	522	669	0	0	0	41	0	0
Cyp4f17	81	69	0	0	0	34	0	0
Glra3	0	0	0	0	0	23	0	0
Vmn1r185	0	0	0	0	0	0	0	0
Zfp953	612	631	0	39	40	74	0	0
Galnt5	0	0	0	0	0	0	0	0
Psrc1	406	671	203	0	0	143	0	0
Slc7a12	0	0	0	0	0	0	0	0
Ifi30	2561	3912	257	47	0	490	67	2
Olfr1298	0	0	0	0	0	0	0	0
Enpp3	0	0	0	0	0	0	0	0
Ost4	1264	1756	22	106	0	320	78	0
Kpnb1	8705	10838	31	106	1	2024	49	41
Nup35	92	108	0	0	0	43	0	0
Olfr1392	0	1	0	0	0	0	0	0
Obox7	0	0	0	0	0	0	0	0
Olfr913	0	0	0	0	0	0	0	0
Pde6a	2	2	0	0	0	0	0	0
Tshz3	4	0	0	0	0	0	0	0
Klra17	11	12	0	0	0	0	0	0
3300002I08Rik	18	9	0	0	0	0	0	0
Ccser2	1647	1884	0	30	0	419	0	1
Tbx5	0	0	0	0	0	0	0	0
Dmd	12	11	0	0	13	0	0	0
Gm9573	0	0	0	0	0	0	0	0
Gtf3c5	850	1038	0	0	0	276	68	0
Ldlrad4	348	428	0	0	0	30	79	0
Clec2g	0	0	0	0	0	0	0	0
Slc31a2	1828	1727	0	27	0	358	0	0
Cotl1	15697	22404	678	496	111	6521	489	70
Tnfrsf21	1221	1634	0	1	0	388	0	0
AU018091	0	0	0	0	0	0	0	0
Gm18409	0	0	0	0	0	0	0	0
Smpx	0	0	0	0	0	0	0	0
B230216N24Rik	0	6	0	0	0	0	0	0
Ccdc136	0	0	0	0	0	0	0	0
Pemt	46	60	0	0	0	0	0	0
Rgs20	0	0	0	0	0	0	0	0
1700017D01Rik	0	0	0	0	0	0	0	0
Ccdc175	72	44	0	0	0	0	0	0
Zfp629	1089	1389	0	0	0	342	1	1
Spdef	0	0	0	0	0	0	0	0
Tdg	250	243	0	0	0	47	0	0
Olfr1255	0	0	0	0	0	0	0	0
Tbc1d2	1415	1879	94	0	1	654	1	0
Dcps	547	804	0	62	0	118	0	0
Krtap17-1	0	0	0	0	0	0	0	0
Platr14	0	0	0	0	0	0	0	0
Tdpoz4	0	0	0	0	0	0	0	0
Sertad1	690	943	0	37	0	115	71	0
Adarb1	53	86	0	0	0	0	0	0
Tspan9	31	61	1	0	0	4	0	1
Phxr4	2	0	0	0	0	0	0	0
Cmss1	109	146	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0	0	0
4921509O07Rik	0	0	0	0	0	0	0	0
Cr2	3	2	0	0	0	0	0	0
Astl	2	0	0	0	0	0	0	0
Slc6a2	0	0	0	0	0	0	0	0
Gm14305	76	82	0	0	0	94	0	0
Rps26	4947	6453	110	181	28	1117	101	26
Hus1b	0	0	0	0	0	0	0	0
Olfr606	0	0	0	0	0	0	0	0
Cdc20	1614	2302	0	0	0	250	0	0
Bbs1	136	183	108	0	0	33	0	0
Slc24a5	899	925	0	20	30	20	0	0
Cyp2d11	0	0	0	0	0	0	0	0
Dnajc5b	0	0	0	0	0	0	0	0
Pcdh9	0	2	0	0	0	0	0	0
Luc7l3	2683	3032	1	0	54	382	0	20
Syt13	6	0	0	0	0	0	0	0
4933405D12Rik	2	2	0	0	0	0	0	0
Prss33	0	0	0	0	0	0	0	0
3110043O21Rik	1932	2161	0	20	58	295	2	0
Ctag2	0	0	0	0	0	0	0	0
Naa11	0	0	0	0	0	0	0	0
Ncf4	6263	6828	523	259	7	1424	57	2
Pacsin2	2813	3730	0	22	46	486	99	58
A730082K24Rik	0	0	0	0	0	0	0	0
Acsm1	0	0	0	0	0	0	0	0
Epm2a	76	78	0	0	0	94	0	0
Hypk	532	734	80	0	0	86	0	10
Gca	135	179	0	0	0	0	0	0
Ngb	2	3	0	0	0	0	0	0
Sctr	0	0	0	0	0	0	0	0
Fitm1	3	6	0	0	0	0	0	0
Crispld2	2	2	0	0	0	0	0	0
Ralgapa1	1840	1895	86	60	0	605	225	0
Mgme1	671	787	0	1	0	277	0	0
Dnase1l1	5450	6666	108	162	0	1334	107	41
Lmbrd1	2946	3290	2	28	0	475	0	24
Clcn3	2644	3273	0	136	11	634	0	0
Sgms2	229	323	0	1	0	176	0	1
Anxa2	10889	13858	204	386	161	2918	119	86
Ppp5c	1517	1765	134	25	47	503	94	7
Olfr959	0	0	0	0	0	0	0	0
Tmc5	0	0	0	0	0	0	0	0
Nup153	4691	5175	1	33	0	1109	0	0
Olfr1249	0	0	0	0	0	0	0	0
Cox6c	1109	1592	0	38	0	190	0	0
Zfp280c	509	496	0	0	0	0	0	32
Rplp2-ps1	3251	4579	0	78	64	561	6	38
Als2cl	869	1264	1	0	46	217	0	0
Tnfsf10	185	179	0	26	0	163	0	0
Npm3	319	353	0	0	0	1	0	0
Cds1	968	1219	29	33	0	141	69	0
Gm1943	44	90	0	0	0	30	0	0
1700042G07Rik	0	0	0	0	0	0	0	0
1700028M03Rik	0	0	0	0	0	0	0	0
Lyzl4	57	98	0	0	0	0	0	0
Klk1b21	0	0	0	0	0	0	0	0
Gnrhr	0	0	0	0	0	0	0	0
Grasp	15	30	0	0	0	0	0	0
Hcrtr1	0	0	0	0	0	0	0	0
Cnnm3	1807	2616	0	125	0	657	87	14
Neurog3	0	0	0	0	0	0	0	0
Klk14	0	0	0	0	0	0	0	0
Taok3	7780	8495	70	231	0	1678	223	52
Tex50	0	0	0	0	0	0	0	0
Wdr38	2	2	0	0	0	0	0	0
Zfp607a	340	400	0	0	0	89	0	0
Timm17b	403	651	0	0	0	350	0	0
Olfr186	0	0	0	0	0	0	0	0
Slamf8	133	75	0	0	0	0	0	0
Spdye4a	0	0	0	0	0	0	0	0
Aptx	503	497	0	0	0	89	0	29
Gm16325	0	0	0	0	0	0	0	0
1700023D09Rik	299	529	0	0	0	46	0	0
Gid8	2126	2522	78	94	0	691	0	0
D930016D06Rik	237	258	0	0	0	42	0	0
Aard	0	0	0	0	0	0	0	0
Trabd2b	6	6	0	0	0	0	0	0
D430036J16Rik	0	1	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0
Slc7a15	0	0	0	0	0	0	0	0
Ifi213	136	108	0	0	0	47	0	0
Kif5b	9025	8720	60	62	38	1475	183	56
BC024386	0	0	0	0	0	0	0	0
Cmtm3	3826	4690	0	56	125	971	126	0
Acot3	0	0	0	0	0	0	0	0
Lhx9	0	2	0	0	0	0	0	0
Adra2c	2	8	0	0	0	0	0	0
Lce3b	0	0	0	0	0	0	0	0
Rp1	0	0	0	0	0	0	0	0
Rps15a	3740	4445	107	24	0	475	38	0
Nkain2	0	0	0	0	0	0	0	0
Vmn1r166	0	0	0	0	0	0	0	0
Slc9b1	0	0	0	0	0	0	0	0
Dach2	2	5	0	0	0	0	0	0
Marco	7	8	1	0	0	0	0	0
Arhgap28	15	20	0	0	0	0	0	0
Gm17019	0	0	0	0	0	0	0	0
Nyx	8	2	0	0	0	0	0	0
Pgm3	530	693	0	0	0	69	0	1
Usp42	549	578	0	0	0	24	0	0
Spink12	0	0	0	0	0	0	0	0
Tmub2	1958	2548	6	61	30	813	134	0
Ppwd1	565	583	0	0	0	2	0	0
Vmn1r12	0	0	0	0	0	0	0	0
Mrpl40	647	903	0	0	0	110	24	0
Ackr3	0	0	0	0	0	0	0	0
Psg25	0	0	0	0	0	0	0	0
Anapc1	5242	7084	192	125	73	1259	94	0
Rxfp1	0	0	0	0	0	0	0	0
8030443G20Rik	0	0	0	0	0	0	0	0
Ksr2	24	33	0	0	0	0	0	0
Sos2	3007	3292	203	9	11	910	89	0
Epha7	8	12	0	0	0	0	0	0
Gm14015	0	0	0	0	0	0	0	0
Vmn2r75	0	0	0	0	0	0	0	0
Rfx2	55	85	0	0	0	0	0	0
A430005L14Rik	394	530	14	0	0	47	127	0
Lrrc63	14	8	0	0	0	0	0	0
Ylpm1	2920	3235	0	30	0	1126	41	0
Oxsr1	2316	2723	136	0	0	285	32	24
Slc22a8	0	0	0	0	0	0	0	0
Alpk3	6	6	0	0	0	0	0	0
Birc7	0	0	0	0	0	0	0	0
Zswim2	0	0	0	0	0	0	0	0
Mroh7	0	2	0	0	0	0	0	0
8430422H06Rik	0	0	0	0	0	0	0	0
Cox7b2	0	0	0	0	0	0	0	0
Zfp462	182	151	0	1	0	0	0	28
Cd82	1857	2339	0	0	42	719	0	20
Serhl	975	1332	95	24	0	211	0	9
Uimc1	905	1117	0	22	0	0	0	0
Lcn2	1	79	0	3	0	0	1	4
Ppil2	2452	3018	76	63	0	678	0	0
Rhox3h	0	0	0	0	0	0	0	0
Gm5861	0	0	0	0	0	0	0	0
Fbxo15	0	0	0	0	0	0	0	0
Dll1	5	0	0	0	0	71	0	0
Iigp1	70	57	0	52	0	110	0	0
Ufd1	1446	1685	0	58	34	487	177	0
Fastkd1	305	332	0	20	0	0	0	0
Psmd2	6533	8137	223	47	18	1624	40	69
Gm12602	0	0	0	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0
Map3k11	4861	6393	68	46	33	2451	72	27
Mip	6	6	0	0	0	0	0	0
Myo1b	120	207	0	0	0	55	0	0
Ciapin1	556	706	0	0	0	101	0	25
Accsl	0	0	0	0	0	0	0	0
Crhr2	0	0	0	0	0	0	0	0
March11	0	0	0	0	0	0	0	0
Pcnx	2180	2521	0	22	32	657	59	20
Asprv1	6	2	0	0	0	0	0	0
Zfp990	3	4	0	0	0	0	0	0
4930533N22Rik	0	0	0	0	0	0	0	0
Vnn1	0	6	0	0	0	0	0	0
Rtp1	0	0	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0	0	0
Olfr976	0	0	0	0	0	0	0	0
Nlk	1180	1486	58	16	0	274	0	31
Aida	1466	1743	55	56	0	444	0	0
Six1	4	0	0	0	0	0	0	0
BC024978	374	391	0	0	0	79	0	0
Prkar2b	883	1103	0	0	0	77	0	0
Dennd1b	4148	4453	103	42	0	910	0	19
Tnr	0	0	0	0	0	0	0	0
4930581F22Rik	62	93	0	0	0	27	0	0
Sox6	0	0	0	0	0	0	0	0
E330033B04Rik	12	30	0	0	0	0	0	0
Olfr1469	0	0	0	0	0	0	0	0
Nckap1	91	136	1	1	0	0	1	0
Vmn2r111	0	0	0	0	0	0	0	0
Rpl32	9912	13530	109	285	40	2446	117	65
Fkbp10	28	18	0	0	0	0	0	0
Tdrd3	541	603	0	0	0	144	0	0
Btbd35f12	0	0	0	0	0	0	0	0
5530601H04Rik	199	220	0	0	0	88	0	0
Clk4	985	1015	0	28	0	44	19	23
4833422M21Rik	2	0	0	0	0	0	0	0
Spata20	0	0	0	0	0	0	0	0
Ocstamp	10	18	0	0	0	0	0	0
Smarca4	5962	7630	165	97	33	2077	117	47
