	BMDM_veh_rep1	BMDM_veh_rep2	BMDM_DMHCA_rep1	BMDM_DMHCA_rep2	BMDM_DMHCA_rep3	BMDM_GW_rep1	BMDM_GW_rep2	BMDM_GW_rep3
Nudt21	5.975	6.889	0	0	0	11.029	0	0
Slc1a5	25.701	29.089	49.682	64.657	0	26.97	1.143	7.096
Rhox12	0	0	0	0	0	0	0	0
Wdr59	6.266	6.301	0	19.142	0	0	0	0
Olfr575	0	0	0	0	0	0	0	0
Sil1	21.808	22.608	73.153	49.282	0	13.915	0	0
Cycs	0.685	0.624	0	0	0	0	0	0
Nicn1	12.04	12.498	79.697	0	0	13.271	0	0
Mef2c	22.363	22.744	21.068	20.266	4.364	17.017	0	96.849
Mboat2	0.224	0.184	0	0	0	0	0	0
Calm2	297.118	298.265	169.465	204.905	343.59	275.507	181.876	185.57
Olfr1491	0	0	0	0	0	0	0	0
Oog2	0	0	0	0	0	0	0	0
Pgbd5	0.079	0.156	0	17.452	0	0	0	0
Cuta	69.744	81.593	68.856	43.525	0	86.629	0	52.826
Anks3	12.313	13.023	77.779	7.668	0	4.865	0	0
Seh1l	22.275	23.368	22.615	1.07	50.153	17.823	0.889	55.205
Ces5a	0	0	0	0	0	0	0	0
Rrm2b	6.583	6.062	0	0	0	2.441	0.697	0
Nop16	12.468	13.399	0.841	0	0	3.663	0	0
Olfr390	0	0	0	0	0	0	0	0
Dbx1	0	0	0	0	0	0	0	0
Mtss1l	0.142	0.125	0	0	0	4.001	0	0
Slc39a12	0.067	0.152	0	0	0	0	0	0
Cd84	302.418	275.237	463.306	186.013	182.164	253.007	387.43	436.674
Kif27	0.024	0.005	0	0	0	0.978	0.429	0
Rgs12	2.768	3.675	0	6.243	0	4.339	0	0
Hal	0.065	0.053	0	0	0	0	0	0
Lxn	32.873	33.289	0	132.474	0	68.654	5.791	0
Cd59b	0.563	0.696	0	0	0	0	0	0
Npas1	0.321	0.494	0	0	0	1.122	0	0
Cacng7	0.04	0.033	0	0	0	0	0	0
Cluap1	9.539	8.745	0	0	0	8.635	0	6.165
Olfr1428	0.094	0	0	0	0	0	0	0
Gm4668	0	0	0	0	0	0	0	0
Gm33354	0	0	0	0	0	0	0	0
Gm7244	0.062	0.051	0	0	0	0	0	0
Als2cr12	0	0	0	0	0	0	0	0
Gm21379	0	0	0	0	0	0	0	0
Cbx4	5.863	6.091	0	15.291	0	5.068	0	0
Dusp19	4.275	6.192	0	0	0	0	0	0
Dcun1d1	8.525	6.945	36.748	0	0	5.644	0	0
Pi4ka	25.496	25.925	0	13.34	13.892	19.799	0	76.455
Trpv4	3.786	4.573	0	0	0	9.238	0	0
Ubr1	11.762	10.604	0	0	19.375	7.642	19.535	1.264
Gm19689	0	0	0	0	0	0	0	0
Gal3st1	0.055	0	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0	0	0
Khk	11.41	14.957	0	0	0	30.05	0	0
Prc1	45.95	52.808	46.803	4.396	0	45.094	0	90.695
Sdsl	0.074	0	0	0	0	0	0	0
Lrrc73	0.097	0.666	0	0	0	0	0	0
Tmem211	0	0	0	0	0	0	0	0
Ncs1	1.337	1.276	0	0	0	3.061	0	0
BC048559	0	0	0	0	0	0	0	0
Ambn	0	0	0	0	0	0	0	0
Pgs1	40.303	39.014	0	7.439	0	60.595	0	4.264
Clu	2.2	13.487	18.552	51.436	110.682	0.37	40.105	259.905
Ccdc88b	24.969	26.37	19.142	34.877	0	24.788	0	53.378
Gm20758	0	0	0	0	0	0	0	0
Atp12a	0	0.009	0	0	0	0	0	0
Camta1	1.596	2.063	0	0	0	0	0	0
Tmco3	14.996	15.284	31.814	0	80.843	12.345	0	0
Art2a-ps	0.213	0.322	0	0	0	0	0	0
Qk	86.646	79.407	56.058	52.392	0	64.829	1.404	122.048
Ap1s3	5.846	6.608	0	0	102.233	4.758	0	0
Entpd1	60.33	57.165	113.831	72.276	55.222	55.496	0	50.944
Olfr1346	0	0	0	0	0	0	0	0
Gipc1	36.265	45.572	0	0	0	57.085	183.593	0
1110065P20Rik	10.872	13.758	0	2.496	0	0	0	0
Gm14440	0	0	0	0	0	0	0	0
Tfcp2l1	0.01	0.032	0	0	0	0	0	0
Myo19	1.735	1.826	0	0	0	2.734	0	0
1700052I22Rik	0	0	0	0	0	0	0	0
1110025L11Rik	0	0	0	0	0	0	0	0
Tsc22d2	7.941	7.895	3.559	20.647	1.695	14.656	12.501	0
Arhgef25	0.286	0.118	0	0	0	0	0	0
Slitrk1	0.021	0	0	0	0	0	0	0
Vmn1r157	0	0	0	0	0	0	0	0
Tmsb15b2	1.119	1.953	0	0	0	17.24	0	0
Trim39	7.853	8.012	0	7.371	0	5.629	1.02	0
Mecp2	12.141	11.353	0	8.952	0	9.245	14.871	33.249
Actrt1	0	0	0	0	0	0	0	0
Map2k7	26.904	30.287	0	83.99	0	29.885	97.75	0
Ttc39aos1	1.32	1.204	0	0	0	0.724	0	0
Ergic3	90.14	101.726	282.965	91.06	0	149.852	0	262.484
Nrg4	2.922	3.384	0	25.614	0	0.087	0	0
C1qtnf9	0	0	0	0	0	0	0	0
4931429L15Rik	0	0	0	0	0	0	0	0
Zfp738	5.173	4.337	0	0	0	1.888	0	0
Aoah	13.423	12.051	0.501	0	0	13.262	0	0
Ccr9	0.062	0.051	0	0	0	0	0	0
Ptprm	0.047	0.019	0	0	0	0	0	0
Tmem192	55.947	55.008	0	50.702	0	16.381	0	0
Gabrb1	0	0	0	0	0	0	0	0
Gm6297	0.494	0.339	0	0	0	3.49	0	0
Apcdd1	0.143	0.276	0	0	0	0	0	0
Gas7	102.811	84.26	60.213	47.178	15.613	71.913	42.061	133.362
Pdxdc1	38.55	37.63	0.383	77.733	0	24.324	0	74.538
Trim24	3.959	4.218	0	0	25.536	6.695	0	0
4930402H24Rik	15.853	15.58	45.976	0	10.9	11.175	0	25.104
Olfr810	0	0	0	0	0	0	0	0
Clca4b	0	0	0	0	0	0	0	0
Mtmr2	34.504	35.326	0	1.217	0	16.992	0	122.38
Insig1	57.642	58.487	49.477	17.886	0	49.865	35.653	0
AA543401	0	0	0	0	0	0	0	0
Ostm1	66.604	65.34	54.185	12.592	108.801	50.873	74.257	0
Zc2hc1c	0.169	0.295	0	0	0	0	0	0
2810454H06Rik	0.126	0.182	0	0	0	0	0	0
Sox2ot	0	0	0	0	0	0	0	0
Dhx38	29.408	31.492	31.023	11.05	52.279	38.758	0	0
S100a9	1.035	1.066	0	0	0	0	0	0
Gm34816	0	0	0	0	0	0	0	0
Brinp1	0	0	0	0	0	0	0	0
Irak2	42.949	36.084	63.422	54.63	22.609	24.068	29.591	0
9130008F23Rik	0.867	1.276	0	0	0	3.554	0	0
Vmn1r184	0	0	0	0	0	0	0	0
Zfp646	20.462	21.41	43.061	10.189	31.598	30.869	0.498	37.1
Csnk1g2	57.798	64.657	121.638	70.964	93.643	58.886	10.363	0
Slc8a3	0	0	0	0	0	0	0	0
6030419C18Rik	0	0	0	0	0	0	0	0
Fam104a	23.113	23.408	14.463	50.676	0	18.499	24.051	29.874
Rprl2	0	0	0	0	0	0	0	0
Gria1	0	0	0	0	0	0	0	0
Ces1d	0.046	0	0	0	0	0	0	0
Runx2	4.795	4.106	0	0	0	2.729	0	94.962
Avpi1	11.82	15.598	230.266	0	0	0	0	240.901
Ino80e	43.05	43.54	143.312	13.945	0	76.333	0	0
Galm	18.563	20.009	0	0	0	20.625	0	130.766
Kalrn	0.017	0.017	0	0	0	0	0	0
Cdk7	5.515	4.851	0	0	0	2.657	0	0
Grk6	26.802	29.377	0	36.129	0	40.38	0	42.504
Olfr211	0.048	0	0	0	0	0	0	0
Olfr773	0	0	0	0	0	0	0	0
Pantr2	0	0	0	0	0	0	0	0
Lhx8	0	0	0	0	0	0	0	0
Lgr4	0.344	0.364	0	0	0	1.09	0	1.934
Olfr1162	0	0	0	0	0	0	0	0
Olfr776	0	0	0	0	0	0	0	0
Hhex	41.084	45.316	47.71	56.739	112.876	53.295	136.927	55.221
Rars	45.518	38.337	78.294	32.177	120.42	53.475	1.485	0
Lzts3	1.775	2.135	0	0	0	1.66	0	0
Cabp2	0	0	0	0	0	0	0	0
Ago3	7.613	6.464	0	0	0	7.609	0	0
Zbtb26	2.519	2.453	0	0	0	1.898	17.891	0
Iqch	0.11	0.06	0	0	0	0	0	0
Olfr745	0	0	0	0	0	0	0	0
4930525D18Rik	0	0	0	0	0	0	0	0
Parp4	30.302	30.422	23.992	12.787	0	34.561	0	30.678
Nkg7	0	0	0	0	0	0	0	0
Cst13	0	0	0	0	0	0	0	0
Gm12359	6.523	6.06	0	0	0	7.384	0	0
Mlxipl	0.076	0.105	0	1.08	1.582	0	0	0
Phldb2	0	0.231	0.269	0.351	4.108	0.031	0	0
Pskh1	16.801	19.518	23.742	16.324	0	15.257	36.8	0
Tas2r135	0	0	0	0	0	0	0	0
Atg10	6.204	6.674	0	0	0	4.165	0	0
Atp6v0c	168.704	177.55	2.347	271.893	134.214	61.912	202.985	7.879
Itgb1	234.44	221.675	112.297	127.143	106.017	180.124	242.013	46.678
Mxra7	0.022	0.145	0	0	0	0	0	0
Pxk	30.922	28.707	46.735	9.357	211.419	34.688	55.512	0
Naprt	5.006	5.105	0	116.897	0	14.385	0	0
Zbtb14	8.114	8.717	0	23.008	0	2.745	0	12.362
Ext2	39.158	40.564	99.673	22.502	1.938	25.659	0	0
Fcmr	0	0	0	0	0	0	0	0
Defa36	0	0	0	0	0	0	0	0
Deptor	12.088	12.151	33.84	4.869	0.648	14.469	0	0
Insc	0	0	0	0	0	0	0	0
Pla2g5	0.126	0.293	0	0	0	4.231	0	0
Ccl22	0.296	0.447	0	0	0	0	0	0
Zfp772	2.446	2.507	0	0	0	1.204	0	0
Thoc5	23.058	23.266	2.624	120.389	0	34.381	0	35.233
Nob1	14.194	16.319	0	34.649	0	12.212	0	0
Rpl10l	0	0	0	0	0	0	0	0
9130227L01Rik	0	0	0	0	0	0	0	0
Dhx33	13.893	12.787	0	8.414	23.572	8.542	0	43.401
Gm6300	0	0	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	0	0	0	0
Clic1	369.615	398.455	1039.392	461.295	144.242	299.421	542.652	389.519
Pdgfrl	1.225	0.914	0	0	0	0	0	0
Vmn1r112	0	0	0	0	0	0	0	0
Elavl1	23.935	24.779	0	55.223	53.301	25.159	33.357	24.277
Renbp	118.579	128.339	51.668	255.52	263.903	157.01	0	0
Khnyn	17.394	18.496	50.476	13.011	0	23.824	50.607	0
Nanp	0.065	0	0	0	0	0	0	0
4930599N23Rik	9.852	8.08	0	0	0	10.833	0	0
Traf3	16.977	12.624	10.971	2.115	78.218	10.205	0.439	25.914
G630055G22Rik	0	0	0	0	0	0	0	0
Kat6a	27.339	26.205	50.064	11.205	21.879	20.386	84.102	39.602
Arid2	13.727	12.908	19.668	0	0	10.759	9.758	60.604
Osbpl2	21.828	22.011	0	26.31	0	13.727	0	78.572
Gm16551	0	0	0	0	0	0	0	0
Klhdc9	2.326	4.096	0	0	0	7.631	0	0
Nup155	13.555	14.301	0	8.903	0	14.879	15.282	18.369
Malrd1	0	0	0	0	0	0	0	0
Gm38509	0	0	0	0	0	0	0	0
Gm815	0	0	0	0	0	0	0	0
Kir3dl1	0	0	0	0	0	0	0	0
Foxr1	0	0	0	0	0	0	0	0
Coro1b	186.839	204.651	111.011	205.358	350.603	280.877	130.277	165.013
Ccdc144b	0	0	0	0	0	0	0	0
Cdipt	72.408	77.796	0	67.511	0	65.363	83.77	96.499
Tprgl	82.854	88.993	0.815	29.706	164.686	98.529	0	98.504
Fkbp15	58.965	58.003	28.638	56.772	96.466	31.274	0	38.002
Syngap1	0.6	0.696	0	0	0	0	0	0
Fam196b	0.05	0	0	0	0	0	0	0
Nhlh2	0	0	0	0	0	0	0	0
Gpr35	0.252	0.243	0	0	0	0	0	0
E030003E18Rik	0	0	0	0	0	0	0	0
Gm7056	0	0	0	0	0	0	0	0
Gm53	0	0	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0	0	0
Zyg11b	14.854	13.886	14.603	14.032	8.844	11.347	0	42.145
Ankrd16	9.789	10.228	0	23.367	0	2.769	0	0
Gm2516	0	0	0	0	0	0	0	0
Snx5	299.102	285.413	420.232	160.809	335.466	225.974	633.78	219.109
Olfr715b	0	0	0	0	0	0	0	0
Dpcd	9.692	11.398	0	0	0	2.902	0	0
Tmem212	0	0	0	0	0	0	0	0
Tshz1	11.141	10.099	0	0	0	6.906	2.701	0
Gm12295	0	0	0	0	0	0	0	0
Zfp385a	89.344	91.431	113.934	128.397	116.456	178.533	323.36	153.824
Gm10230	0	0	0	0	0	0	0	0
Gadd45g	9.734	11.848	0	0	103.056	13.332	0	0
Tcp10c	0	0	0	0	0	0	0	0
Kcnk13	39.518	39.741	0.467	88.181	0	39.01	1.01	0
Hmx2	0	0.044	0	0	0	0	0	0
Gm14858	0	0	0	0	0	0	0	0
Imp4	26.656	29.102	0	88.65	0	25.07	19.634	0
Vmn2r55	0	0	0	0	0	0	0	0
Card11	10.651	11.608	0	7.401	0	9.578	0	50.104
Ceacam10	0	0.07	0	0	0	0	0	0
Olfr1487	0	0	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0	0	0
Btbd35f1	0	0	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0	0	0
Pafah1b2	36.668	33.926	35.671	40.62	0	22.93	0	2.302
Olfr1234	0	0	0	0	0	0	0	0
Ccr8	0	0	0	0	0	0	0	0
Zfp300	0.221	0.34	0	0	0	0	0	0
Gchfr	0.143	0	0	0	0	0	0	0
Pdcd6ip	100.967	93.777	64.218	80.398	70.735	101.557	82.874	19.67
Tcf7l1	0	0.077	0	0	0	0	0	0
Itsn2	43.335	39.282	10.116	23.509	26.624	28.531	72.895	12.935
D130020L05Rik	6.411	7.275	0	0	0	10.677	70.78	0
Scpep1os	40.016	30.848	0	0	0	38.214	0	0
Myod1	0	0	0	0	0	0	0	0
Olfr201	0	0	0	0	0	0	0	0
Xpo1	48.461	44.062	14.757	11.819	35.697	32.478	36.196	38.102
Phf11d	5.642	5.241	0	16.258	0	4.547	0	0
Galnt11	17.599	17.717	0	40.044	0	25.483	0	122.404
Ttc21b	6.414	5.502	0	8.513	0	7.501	0	0
Prkcz	0	0	0	0	0	0	0	0
Usp17la	0	0.014	0	0	0	0	0	0
Zfp36l1	64.386	65.924	12.18	119.838	172.708	126.655	100.058	65.412
Fbxw24	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	0
Gstz1	8.793	8.522	0	32.811	0	17.516	0	0
Cyp3a13	0.03	0.025	0	0	0	0	0	0
Gtpbp6	8.936	11.233	0	0	0	14.644	0	0
1600012H06Rik	26.501	26.588	0.527	0	0	24.493	25.082	3.54
Defb15	0	0	0	0	0	0	0	0
Gfm1	20.017	20.157	0	82.089	94.453	7.685	74.266	0
A630072M18Rik	3.232	3.431	0	0	0	2.37	0	10.811
Lyrm7	0.389	0.186	0	0	0	0	0	0
Rassf8	12.622	11.913	0	55.799	0	6.555	0	0
Lipn	7.225	6.325	0	0	0	29.611	0	0
Zfp108	2.085	0.964	0	0	0	8.879	0	0
Gm364	0	0	0	0	0	0	0	0
Mlx	30.314	27.695	0	0	42.245	28.553	0	0
Rhobtb2	4.731	4.827	24.202	0	0	1.723	0	44.82
E330014E10Rik	0	0	0	0	0	0	0	0
Tmsb4x	5121.06	5776.053	4401.455	6844.83	5126.307	3546.1	4516.836	6023.74
Cdkn2aipnl	34.771	38.231	0	1.016	83.354	38.779	0	0
4930470O06Rik	0	0	0	0	0	0	0	0
Krtap5-1	0	0	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0	0	0
Tlcd2	1.633	1.553	0	0	0	0	0	0
Tmem132cos	0	0	0	0	0	0	0	0
Gm3137	0	0	0	0	0	0	0	0
Paqr7	43.152	47.662	39.451	22.765	45.396	55.44	0.805	107.433
Sepsecs	5.351	6.598	0	0	0	4.354	0	0
Galnt14	0	0	0	0	0	0	0	0
Gm20871	0	0	0	0	0	0	0	0
Atp6v0a2	20.091	20.083	0	11.714	1.04	13.543	0.59	62.254
Snx31	0	0	0	0	0	0	0	0
Ly6g6f	0	0	0	0	0	0	0	0
Rusc2	31.348	32.836	16.599	11.881	22.145	32.613	17.344	0
Lbx1	0	0	0	0	0	0	0	0
Arxes1	0	0	0	0	0	0	0	0
AU015228	0	0	0	0	0	0	0	0
4933416E03Rik	0	0	0	0	0	0	0	0
Pelo	11.491	12.606	0	0	3.529	13.379	0	0
Trap1a	0	0.063	0	0	0	0	0	0
Tepsin	13.697	14.077	2.101	25.977	0	7.951	1.136	0
Arhgef39	13.301	16.155	71.742	0	0	15.269	0	0
Sec14l4	0	0	0	0	0	0	0	0
Snap29	41.201	35.816	48.325	13.24	0	28.826	106.302	2.846
2210408I21Rik	1.002	1.325	0	0	0	0	0	0
4933439C10Rik	6.207	8.896	0	19.558	114.567	3.072	0	0
Zhx1	31.015	26.451	7.782	14.106	1.059	33.464	30.041	0
Zmat4	0	0	0	0	0	0	0	0
Pkp2	0.82	0.956	0	0	1.924	0.463	0	0
Ear4	0	0	0	0	0	0	0	0
Tmem262	0.669	0.207	0	0	0	0	0	0
Arel1	31.571	31.725	11.269	21.301	79.774	18.154	0	0
Olfr799	0	0	0	0	0	0	0	0
Incenp	55.118	66.118	49.047	46.691	55.393	57.909	0	30.486
2410131K14Rik	11.343	12.477	0	0	0	15.192	0	0
9330178D15Rik	0	0	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0	0	0
Abhd11	11.235	13.544	132.078	43.614	0	1.017	0	0
Krt87	0.025	0	0	0	0	0	0	0
Tjp3	7.492	7.443	0	13.311	0	12.399	0	114.433
Brox	44.259	42.161	0	45.775	0	39.214	54.916	2.624
Pcdha2	0.033	0.027	0	0	0	0	0	0
Dppa4	0	0	0	0	0	0	0	0
Ctbp2	26.202	25.564	0	24.288	1.824	21.182	75.518	112.434
Rad51	10.525	15.455	0	25.774	0	4.699	41.337	0
Igbp1b	0	0	0	0	0	0	0	0
Papd5	23.165	19.828	37.486	38.946	67.24	17.592	39.497	82.472
Gm6150	0	0	0	0	0	0	0	0
Krt42	0	0	0	0	0	0	0	0
Hoxd9	0	0	0	0	0	0	0	0
Mgrn1	55.622	55.052	53.966	25.488	0	58.84	0	151.923
R3hdm1	31.577	29.519	16.088	4.741	18.513	29.413	0	8.151
Stag2	61.326	50.61	24.068	65.583	21.98	25.673	23.848	47.125
Cnot10	16.602	16.039	0	49.774	0	17.262	0	0
Elovl3	0.048	0.078	0	0	0	0	0	0
Bcor	7.618	8.837	0	0	0	9.88	0	0
Mlst8	13.207	14.188	0	0	0	26.946	0	0
2810405F15Rik	0	0	0	0	0	0	0	0
Gm36117	0.335	0.225	0	0	0	0	0	0
Avp	0	0	0	0	0	0	0	0
4933406K04Rik	0	0	0	0	0	0	0	0
Polr3gl	20.375	20.419	0	8.001	0	9.047	0	0
1810013L24Rik	23.304	22.276	0	4.645	0	31.677	0	0
Rora	7.101	6.921	0	5.047	0	6.165	9.251	0
Olfr724	0	0	0	0	0	0	0	0
Gm5113	2.428	2.685	0	0	0	2.596	0	0
Epor	0	0.081	0	0	0	0	0	0
Hcfc1	41.322	44.4	17.902	33.317	40.943	53.457	43.345	40.861
Dnah7a	0	0	0	0	0	0	0	0
Rtraf	65.573	62.489	47.428	54.166	0	64.154	288.757	207.924
Asna1	65.727	66.782	97.692	70.332	198.07	95.103	0	6.977
Jph3	0.137	0.188	0	0	0	0	0	0
Gps1	9.626	10.573	0	26.599	0	8.507	24.546	0
Lst1	86.044	100.804	616.159	4.609	0	85.275	0	0
Gm6567	0	0	0	0	0	0	0	0
Gm16897	1.754	2.272	0	0	0	0.402	0	0
Atp1a2	0	0	0	0	0	0	0	0
Zp2	0	0	0	0	0	0	0	0
Cdk18	100.683	99.746	246.453	118.562	1.828	110.187	296.452	160.939
S1pr3	0	0	0	0	0	0	0	0
Hist1h1t	0	0	0	0	0	0	0	0
Nog	0	0	0	0	0	0	0	10.158
Lcor	2.483	1.968	0	0	0	6.076	0.674	50.218
Olfr827	0	0	0	0	0	0	0	0
Ubox5	3.628	3.804	0	0	0	1.332	0	2.515
Tns3	132.929	124.355	142.848	70.508	23.771	124.521	168.097	60.179
Ctrl	0.304	0.125	0	0	0	0	0	0
Lats2	20.659	21.199	0.28	12.4	27.772	23.233	0	28.218
4930523C07Rik	2.275	1.893	0	0	0	0	0	0
1700034I23Rik	0	0.031	0	0	0	0	0	0
Eif4ebp3	13.82	13.856	27.872	0	0	27.458	0	0
Dnajc30	19.11	24.406	0	81.655	0	30.218	0	0
Echdc1	18.38	15.574	36.774	42.887	0	21.03	0	19.236
Platr7	0	0	0	0	0	0	0	0
Stk32b	0	0	0	0	0	0	0	0
Cndp1	0	0	0	0	0	0	0	0
Cts6	0	0	0	0	0	0	0	0
Oxct2a	0	0	0	0	0	0	0	0
Olfr663	0	0	0	0	0	0	0	0
Uap1l1	161.685	181.824	322.825	250.761	0	234.907	144.327	5.673
S100a2	0	0.235	0	0	0	0	0	0
Lss	9.885	8.969	0	0	0	12.675	0	1.546
Amd2	10.036	8.63	18.222	28.458	0	4.022	0	12.233
Ace	0.026	0.029	0	0	0	0	0	0
Uts2r	0	0	0	0	0	0	0	0
Alg11	7.238	5.752	0	0	0	0.807	0	0
Pcolce	0.524	0.864	30.406	0	0	2.833	0	0
Zfp870	2.397	2.35	0	0	0	1.133	0	7.37
Gm5524	0	0	21.887	0	0	0	0	0
Speer4cos	0	0	0	0	0	0	0	0
Scara5	0	0	0	0	0	0	0	0
Ptpn18	37.711	48.244	0	2.429	0	39.589	0	0
Slc16a3	22.754	26.209	0	51.705	0	21.774	32.839	0
Stn1	11.571	12.187	60.128	0	0	10.595	0	0
Dysf	0.027	0	0	0	0	0	0	0
Tnfsf8	1.502	1.832	0	0	0	3.746	0	0
9930021J03Rik	9.784	7.732	0	0	33.138	10.696	0	0
Gm2011	0.282	0.093	0	0	0	0	0	0
Itih1	0	0	0	0	0	0	0	0
Rpl18	119.736	142.043	2.164	30.975	173.198	299.731	243.234	275.98
1700022A21Rik	0	0	0	0	0	0	0	0
Gabra5	0	0	0	0	0	0	83.713	0
Cyp2j5	0	0	0	0	0	0	0	0
BC028528	62.113	55.426	257.293	86.104	0	74.604	0	0
Col12a1	0.202	0.161	0	0	0	0.943	0	0
Pcdhb19	0	0	0	0	0	0	0	0
Chrna3	0	0	0	0	0	0	0	0
1700030K09Rik	5.779	6.266	0	7.818	0	1.24	0	0
Ear10	0	0	0	0	0	0	0	0
Olfr613	0	0	0	0	0	0	0	0
Btbd7	12.873	12.705	27.738	34.779	0	12.956	0	15.896
1700012P22Rik	0	0	0	0	0	0	0	0
Zyg11a	0	0	0	0	0	0	0	0
Aipl1	0.627	0.892	0	0	0	0	0	0
Vamp5	1.408	2.745	0	0	0	0	0	0
Smad3	4.204	3.61	0	0	0	0.59	0	9.595
Kcmf1	39.094	35.236	58.218	18.65	0	26.396	0.968	12.025
Ferd3l	0	0	0	0	0	0	0	0
Ints3	23.479	25.268	55.084	8.534	37.494	38.163	0	0
Gaa	56.881	59.013	110.357	44.314	68.805	119.539	0	66.096
Xrcc1	17.985	21.318	57.979	4.667	0	24.195	0	152.476
Tmem121b	0.018	0.075	0	0	0	0	0	0
Ran	51.202	54.373	83.455	0	0	40.983	59.22	89.809
Grik4	0	0.021	0	0	0	0	0	0
Nhlrc3	42.25	42.252	0.936	0	0	46.158	178.08	0
Olfr862	0	0	0	0	0	0	0	0
Cdk6	15.716	15.504	9.711	8.535	0.481	18.251	13.632	17.779
H2bfm	0	0	0	0	0	0	0	0
Ppp1r14a	0	0	0	0	0	0	0	0
Vmn1r212	0	0	0	0	0	0	0	0
Zdhhc4	17.381	19.659	0	0	0	25.513	0	0
Gm14139	0	0	0	0	0	0	0	0
Cdk2ap1	10.693	12.794	0	0	0	10.974	20.184	0
Tpx2	28.863	33.296	75.517	58.707	101.893	28.853	0	0
Ttc32	9.121	6.745	0	0	0	9.036	0	0
Olfr993	0	0	0	0	0	0	0	0
Serpina1e	0	0.027	0	0	0	0	0	0
Pet100	11.581	14.799	0	0	0	3.647	0	0
Cpsf3	38.619	36.196	0.572	73.646	102.402	18.157	100.091	88.255
D130009I18Rik	0	0	0	0	0	0	0	0
Nrp	4.46	4.242	0	0	0	0	0	0
Dgkh	3.113	2.77	0	11.665	0	3.186	24.76	0
Snhg17	3.231	2.826	0	0	0	3.221	0	0
D5Ertd577e	0	0	0	0	0	0	0	0
Cyp2c39	0	0	0	0	0	0	0	0
Nfatc1	31.088	31.385	0	22.631	0	48.91	0	0
Prpf40a	48.675	40.591	25.039	49.147	75.102	33.514	20.41	0
4930513D17Rik	0	0	0	0	0	0	0	0
Nmb	2.655	2.509	0	0	0	0.485	0	0
Lce1h	0	0	0	0	0	0	0	0
Adap2	56.282	57.393	116.406	69.186	6.987	53.815	0	61.531
A230028O05Rik	1.339	1.919	0	0	0	0	0	0
Ednra	0.024	0.02	0	0	0	0	0	0
1700024B18Rik	0	0	0	0	0	0	0	0
Arvcf	1.323	1.623	0	9.735	0	3.431	0	22.825
Speer5-ps1	0	0	0	0	0	0	0	0
Gfra2	0.056	0	0	0	0	0	0	0
4930558F17Rik	0	0	0	0	0	0	0	0
Pld4	518.469	489.69	628.035	731.762	306.98	620.713	552.659	1537.606
Zfp740	37.487	38.186	28.428	33.431	0	24.979	0	11.496
Olfr61	0	0	0	0	0	0	0	0
Kctd20	36.24	36.846	0	18.386	55.23	33.564	78.31	60.794
Dpcr1	0	0	0	0	0	0	0	0
Pax9	0	0	0	0	0	0	0	0
Olfr393	0	0	0	0	0	0	0	0
Vps8	14.406	14.491	34.999	7.591	0	14.114	47.288	0
Il3	0	0	0	0	0	0	0	0
Snhg4	3.917	4.284	0	0	0	0	0	0
Ociad2	1.459	1.437	0	0	0	3.994	0	0
Ankrd12	13.278	11.963	0	5.473	17.88	7.549	37.765	30.403
Ms4a18	0	0	0	0	0	0	0	0
Aasdhppt	8.098	7.637	0	0.66	0	13.845	0	0
Vmn1r203	0	0	0	0	0	0	0	0
Tex261	85.343	97.412	0	75.789	0	89.232	2.171	148.286
Inpp5a	9.553	10.513	0	9.421	0	15.594	0	111.071
Gm46993	0	0	0	0	0	0	0	0
Ier3	19.745	16.04	0	1.74	0	5.519	2.89	0
Dync1h1	53.577	53.931	25.45	65.583	25.895	60.671	119.461	63.983
Cd300lg	6.276	7.369	0	29.155	60.993	4.282	0	3.581
Usp8	81.157	73.038	82.835	27.966	116.257	42.407	188.814	204.747
Inpp4b	1.59	1.389	0	4.078	0	0	0	0
C3	17.73	13.68	20.228	2.966	2.172	19.635	0	9.563
Serpina3i	0	0	0	0	0	0	0	0
Atrn	19.85	17.706	0	15.408	0	15.871	26.315	44.775
Hist1h3g	0.273	0.45	0	0	0	0	0	0
Stox2	0	0.004	0	0	0	0	0	0
Chd6	8.724	7.588	0	1.076	0	7.187	0	1.849
Med1	21.706	21.115	0	19.189	0.852	22.287	0	1.5
Prelid3a	0.68	0.578	0	0	0	2.392	0	0
Wbp1	18.79	23.667	0	92.031	0	8.616	0	222.521
Camk1	147.464	160.557	415.112	137.055	124.712	128.502	174.615	205.911
9230105E05Rik	0.04	0	0	0	0	0	0	0
Nek1	5.898	4.612	0.52	9.478	0	8.172	0	0
Acad8	13.014	15.461	37.175	9.279	46.586	10.278	0	0
Ybx2	0	0	0	0	0	0	0	0
Rnf43	0.186	0.145	0	0	0	0	0	0
Gbp2b	0	0	0	0	0	0	0	0
Itih5l-ps	0	0	0	0	0	0	0	0
Gba	88.673	92.356	0.653	95.155	0	102.035	73.386	0
