Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0050890~cognition	4	0.851063829787234	0.07660342312106005	KMT2A, CTNS, COMT, CBR3	461	64	29775	4.036740780911063	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0032206~positive regulation of telomere maintenance	3	0.6382978723404255	0.07802245757750288	SLX4, NEK2, AURKB	461	30	29775	6.4587852494577005	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:2000819~regulation of nucleotide-excision repair	3	0.6382978723404255	0.07802245757750288	SMARCB1, BCL7A, SMARCA2	461	30	29775	6.4587852494577005	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045722~positive regulation of gluconeogenesis	3	0.6382978723404255	0.07802245757750288	WDR5, CRY1, SIRT7	461	30	29775	6.4587852494577005	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	8	1.702127659574468	0.07881114823563687	SMURF1, GM44504, UBR4, UFD1, RNF150, FBXO8, UBE2D2A, HDAC6	461	239	29775	2.161936485174126	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0140242~translation at postsynapse	4	0.851063829787234	0.07943130598522863	RPS14, RPL37A, RPL35A, RPL37RT	461	65	29775	3.9746370765893544	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	10	2.127659574468085	0.08220518674825433	SNRK, PPME1, PLK1, LIMK1, TLK1, NEK2, BRAF, HASPIN, COMT, AURKB	461	340	29775	1.8996427204287356	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	5	1.0638297872340425	0.08221992597630882	NOCT, SUV39H1, ID2, CRY1, ID3	461	106	29775	3.046596815781934	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0043123~positive regulation of canonical NF-kappaB signal transduction	7	1.4893617021276597	0.08458818367428937	PYCARD, PPM1B, TRADD, CASP1, TICAM1, TIRAP, FAIM	461	196	29775	2.3067090176634646	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	4	0.851063829787234	0.08522106360343014	PRDX3, UBIAD1, SELENOW, HP	461	67	29775	3.8559911937060902	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0000070~mitotic sister chromatid segregation	3	0.6382978723404255	0.08721548841595689	PLK1, NEK2, NSL1	461	32	29775	6.055111171366594	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0032640~tumor necrosis factor production	3	0.6382978723404255	0.08721548841595689	SLAMF9, TICAM1, TIRAP	461	32	29775	6.055111171366594	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006417~regulation of translation	5	1.0638297872340425	0.08892620914245675	TNRC6C, RPS14, FXR2, EIF4E3, CASC3	461	109	29775	2.9627455272741745	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0042797~tRNA transcription by RNA polymerase III	2	0.425531914893617	0.0891951456413273	POLR3E, POLR2E	461	6	29775	21.529284164859003	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0031117~positive regulation of microtubule depolymerization	2	0.425531914893617	0.0891951456413273	SPAST, AURKB	461	6	29775	21.529284164859003	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045143~homologous chromosome segregation	2	0.425531914893617	0.0891951456413273	PLK1, HASPIN	461	6	29775	21.529284164859003	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0061734~type 2 mitophagy	2	0.425531914893617	0.0891951456413273	SMURF1, HDAC6	461	6	29775	21.529284164859003	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0048386~positive regulation of retinoic acid receptor signaling pathway	2	0.425531914893617	0.0891951456413273	CTBP2, NR2C1	461	6	29775	21.529284164859003	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0097018~renal albumin absorption	2	0.425531914893617	0.0891951456413273	CTNS, COMT	461	6	29775	21.529284164859003	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0010961~intracellular magnesium ion homeostasis	2	0.425531914893617	0.0891951456413273	TMEM94, SLC41A1	461	6	29775	21.529284164859003	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0045216~cell-cell junction organization	3	0.6382978723404255	0.09192755946423564	CEACAM1, TJP3, TJP2	461	33	29775	5.871622954052454	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0046034~ATP metabolic process	3	0.6382978723404255	0.09671205354579891	BAD, AK1, CTNS	461	34	29775	5.698928161286206	1.0	1.0	0.9995253915519696
GOTERM_BP_DIRECT	GO:0006099~tricarboxylic acid cycle	3	0.6382978723404255	0.09671205354579891	IDH3B, SDHC, DLAT	461	34	29775	5.698928161286206	1.0	1.0	0.9995253915519696
